,run,agentID,suspect,victim,thief,DNAatCS,locCS,statement,experiment_name,runs
1,181,1,0,0,0,0,0,0,thief,200
2,181,2,0,0,0,0,0,0,thief,200
3,181,3,0,0,0,0,0,0,thief,200
4,181,4,0,0,0,0,0,0,thief,200
5,181,5,0,0,0,1,1,1,thief,200
6,181,6,0,1,0,0,0,0,thief,200
7,181,7,0,0,0,1,0,0,thief,200
8,181,8,0,0,0,0,0,0,thief,200
9,181,9,0,0,0,1,0,0,thief,200
0,182,0,1,0,1,1,0,0,thief,200
1,182,1,0,0,0,1,0,0,thief,200
2,182,2,0,0,0,1,0,0,thief,200
3,182,3,0,0,0,0,0,0,thief,200
4,182,4,0,0,0,1,0,0,thief,200
5,182,5,0,0,0,0,0,0,thief,200
6,182,6,0,0,0,0,0,0,thief,200
7,182,7,0,0,0,0,0,0,thief,200
8,182,8,0,0,0,1,0,0,thief,200
9,182,9,0,0,0,1,0,0,thief,200
0,183,0,1,0,1,1,1,1,thief,200
1,183,1,0,1,0,1,1,1,thief,200
2,183,2,0,0,0,1,0,0,thief,200
3,183,3,0,0,0,1,0,0,thief,200
4,183,4,0,0,0,0,0,0,thief,200
5,183,5,0,0,0,0,0,0,thief,200
6,183,6,0,0,0,1,0,0,thief,200
7,183,7,0,0,0,1,0,0,thief,200
8,183,8,0,0,0,0,0,0,thief,200
9,183,9,0,0,0,0,0,0,thief,200
0,184,0,1,0,1,1,0,0,thief,200
1,184,1,0,0,0,1,0,0,thief,200
2,184,2,0,0,0,1,0,0,thief,200
3,184,3,0,0,0,1,0,0,thief,200
4,184,4,0,0,0,0,0,0,thief,200
5,184,5,0,0,0,1,0,0,thief,200
6,184,6,0,0,0,1,0,0,thief,200
7,184,7,0,0,0,0,0,0,thief,200
8,184,8,0,0,0,1,0,0,thief,200
9,184,9,0,0,0,1,0,0,thief,200
0,185,0,1,0,1,1,1,1,thief,200
1,185,1,0,0,0,0,0,0,thief,200
2,185,2,0,0,0,0,0,0,thief,200
3,185,3,0,0,0,0,0,0,thief,200
4,185,4,0,0,0,0,0,0,thief,200
5,185,5,0,1,0,0,1,1,thief,200
6,185,6,0,0,0,0,0,0,thief,200
7,185,7,0,0,0,0,0,0,thief,200
8,185,8,0,0,0,0,0,0,thief,200
9,185,9,0,0,0,0,0,0,thief,200
0,186,0,1,0,1,1,1,1,thief,200
1,186,1,0,0,0,0,0,0,thief,200
2,186,2,0,1,0,0,1,1,thief,200
3,186,3,0,0,0,0,0,0,thief,200
4,186,4,0,0,0,0,0,0,thief,200
5,186,5,0,0,0,0,0,0,thief,200
6,186,6,0,0,0,0,0,0,thief,200
7,186,7,0,0,0,1,0,0,thief,200
8,186,8,0,0,0,0,0,0,thief,200
9,186,9,0,0,0,0,0,0,thief,200
0,187,0,1,0,1,1,1,1,thief,200
1,187,1,0,0,0,1,0,0,thief,200
2,187,2,0,0,0,1,0,0,thief,200
3,187,3,0,1,0,0,1,1,thief,200
4,187,4,0,0,0,0,0,0,thief,200
5,187,5,0,0,0,0,0,0,thief,200
6,187,6,0,0,0,1,0,0,thief,200
7,187,7,0,0,0,0,0,0,thief,200
8,187,8,0,0,0,1,0,0,thief,200
9,187,9,0,0,0,1,0,0,thief,200
0,188,0,1,0,1,1,1,1,thief,200
1,188,1,0,0,0,0,0,0,thief,200
2,188,2,0,0,0,0,0,0,thief,200
3,188,3,0,0,0,1,0,0,thief,200
4,188,4,0,0,0,0,0,0,thief,200
5,188,5,0,0,0,0,0,0,thief,200
6,188,6,0,1,0,0,1,1,thief,200
7,188,7,0,0,0,0,0,0,thief,200
8,188,8,0,0,0,0,0,0,thief,200
9,188,9,0,0,0,0,1,1,thief,200
0,189,0,1,0,1,1,1,1,thief,200
1,189,1,0,0,0,0,0,0,thief,200
2,189,2,0,0,0,0,0,0,thief,200
3,189,3,0,0,0,0,0,0,thief,200
4,189,4,0,0,0,0,0,0,thief,200
5,189,5,0,0,0,0,0,0,thief,200
6,189,6,0,1,0,0,1,1,thief,200
7,189,7,0,0,0,0,0,0,thief,200
8,189,8,0,0,0,0,1,1,thief,200
9,189,9,0,0,0,0,1,1,thief,200
0,190,0,1,0,1,1,1,1,thief,200
1,190,1,0,0,0,0,0,0,thief,200
2,190,2,0,0,0,1,1,1,thief,200
3,190,3,0,0,0,0,1,1,thief,200
4,190,4,0,0,0,1,1,1,thief,200
5,190,5,0,0,0,0,0,0,thief,200
6,190,6,0,0,0,0,0,0,thief,200
7,190,7,0,1,0,0,1,1,thief,200
8,190,8,0,0,0,0,1,1,thief,200
9,190,9,0,0,0,0,0,0,thief,200
0,191,0,1,0,1,1,1,1,thief,200
1,191,1,0,0,0,0,0,0,thief,200
2,191,2,0,0,0,0,0,0,thief,200
3,191,3,0,0,0,0,0,0,thief,200
4,191,4,0,1,0,0,0,0,thief,200
5,191,5,0,0,0,1,0,0,thief,200
6,191,6,0,0,0,0,0,0,thief,200
7,191,7,0,0,0,1,0,0,thief,200
8,191,8,0,0,0,0,0,0,thief,200
9,191,9,0,0,0,1,0,0,thief,200
0,192,0,1,0,1,1,0,0,thief,200
1,192,1,0,0,0,0,0,0,thief,200
2,192,2,0,0,0,0,0,0,thief,200
3,192,3,0,0,0,1,0,0,thief,200
4,192,4,0,0,0,0,0,0,thief,200
5,192,5,0,0,0,1,0,0,thief,200
6,192,6,0,0,0,0,0,0,thief,200
7,192,7,0,0,0,1,0,0,thief,200
8,192,8,0,0,0,0,0,0,thief,200
9,192,9,0,0,0,1,0,0,thief,200
0,193,0,1,0,1,1,1,1,thief,200
1,193,1,0,0,0,0,0,0,thief,200
2,193,2,0,0,0,0,0,0,thief,200
3,193,3,0,0,0,0,0,0,thief,200
4,193,4,0,0,0,0,0,0,thief,200
5,193,5,0,0,0,0,0,0,thief,200
6,193,6,0,0,0,0,0,0,thief,200
7,193,7,0,0,0,0,0,0,thief,200
8,193,8,0,0,0,0,0,0,thief,200
9,193,9,0,1,0,0,1,1,thief,200
0,194,0,1,0,1,1,1,1,thief,200
1,194,1,0,0,0,0,0,0,thief,200
2,194,2,0,0,0,1,0,0,thief,200
3,194,3,0,1,0,0,1,1,thief,200
4,194,4,0,0,0,1,0,0,thief,200
5,194,5,0,0,0,0,0,0,thief,200
6,194,6,0,0,0,0,0,0,thief,200
7,194,7,0,0,0,0,0,0,thief,200
8,194,8,0,0,0,0,0,0,thief,200
9,194,9,0,0,0,0,0,0,thief,200
0,195,0,1,0,1,1,0,0,thief,200
1,195,1,0,0,0,0,0,0,thief,200
2,195,2,0,0,0,1,0,0,thief,200
3,195,3,0,0,0,1,0,0,thief,200
4,195,4,0,0,0,1,0,0,thief,200
5,195,5,0,0,0,0,0,0,thief,200
6,195,6,0,0,0,1,0,0,thief,200
7,195,7,0,0,0,1,0,0,thief,200
8,195,8,0,0,0,1,0,0,thief,200
9,195,9,0,0,0,0,0,0,thief,200
0,196,0,1,0,1,1,0,0,thief,200
1,196,1,0,0,0,0,0,0,thief,200
2,196,2,0,0,0,1,0,0,thief,200
3,196,3,0,0,0,0,0,0,thief,200
4,196,4,0,0,0,0,0,0,thief,200
5,196,5,0,0,0,1,0,0,thief,200
6,196,6,0,0,0,1,0,0,thief,200
7,196,7,0,0,0,0,0,0,thief,200
8,196,8,0,0,0,1,0,0,thief,200
9,196,9,0,0,0,1,0,0,thief,200
0,197,0,1,0,1,1,1,1,thief,200
1,197,1,0,0,0,0,0,0,thief,200
2,197,2,0,0,0,0,0,0,thief,200
3,197,3,0,0,0,1,0,0,thief,200
4,197,4,0,1,0,0,1,1,thief,200
5,197,5,0,0,0,1,0,0,thief,200
6,197,6,0,0,0,1,0,0,thief,200
7,197,7,0,0,0,0,0,0,thief,200
8,197,8,0,0,0,0,0,0,thief,200
9,197,9,0,0,0,0,0,0,thief,200
0,198,0,1,0,1,0,1,1,thief,200
1,198,1,0,0,0,0,1,1,thief,200
2,198,2,0,0,0,0,0,0,thief,200
3,198,3,0,0,0,0,0,0,thief,200
4,198,4,0,0,0,0,0,0,thief,200
5,198,5,0,1,0,0,1,1,thief,200
6,198,6,0,0,0,1,0,0,thief,200
7,198,7,0,0,0,0,1,1,thief,200
8,198,8,0,0,0,0,0,0,thief,200
9,198,9,0,0,0,0,0,0,thief,200
0,199,0,1,0,1,1,1,1,thief,200
1,199,1,0,0,0,0,0,0,thief,200
2,199,2,0,0,0,0,0,0,thief,200
3,199,3,0,0,0,0,0,0,thief,200
4,199,4,0,0,0,0,0,0,thief,200
5,199,5,0,0,0,0,0,0,thief,200
6,199,6,0,0,0,0,1,1,thief,200
7,199,7,0,0,0,0,0,0,thief,200
8,199,8,0,0,0,0,0,0,thief,200
9,199,9,0,1,0,1,1,1,thief,200
