,run,agentID,suspect,victim,thief,DNAatCS,locCS,statement,experiment_name,runs
9,59,9,0,1,0,0,1,1,thief,200
0,60,0,1,0,1,1,0,0,thief,200
1,60,1,0,0,0,0,0,0,thief,200
2,60,2,0,0,0,0,0,0,thief,200
3,60,3,0,0,0,1,0,0,thief,200
4,60,4,0,0,0,1,0,0,thief,200
5,60,5,0,0,0,1,0,0,thief,200
6,60,6,0,0,0,0,0,0,thief,200
7,60,7,0,0,0,0,0,0,thief,200
8,60,8,0,0,0,1,0,0,thief,200
9,60,9,0,0,0,0,0,0,thief,200
0,61,0,1,0,1,1,1,1,thief,200
1,61,1,0,0,0,0,0,0,thief,200
2,61,2,0,0,0,0,0,0,thief,200
3,61,3,0,1,0,0,1,1,thief,200
4,61,4,0,0,0,0,0,0,thief,200
5,61,5,0,0,0,1,1,1,thief,200
6,61,6,0,0,0,0,0,0,thief,200
7,61,7,0,0,0,0,0,0,thief,200
8,61,8,0,0,0,0,0,0,thief,200
9,61,9,0,0,0,0,0,0,thief,200
0,62,0,1,0,1,1,0,0,thief,200
1,62,1,0,0,0,1,0,0,thief,200
2,62,2,0,0,0,0,0,0,thief,200
3,62,3,0,0,0,0,0,0,thief,200
4,62,4,0,0,0,0,0,0,thief,200
5,62,5,0,0,0,0,0,0,thief,200
6,62,6,0,0,0,1,0,0,thief,200
7,62,7,0,0,0,0,0,0,thief,200
8,62,8,0,0,0,1,0,0,thief,200
9,62,9,0,0,0,1,0,0,thief,200
0,63,0,1,0,1,1,1,1,thief,200
1,63,1,0,0,0,0,0,0,thief,200
2,63,2,0,0,0,0,0,0,thief,200
3,63,3,0,0,0,1,0,0,thief,200
4,63,4,0,0,0,0,0,0,thief,200
5,63,5,0,0,0,0,0,0,thief,200
6,63,6,0,0,0,0,0,0,thief,200
7,63,7,0,1,0,0,1,1,thief,200
8,63,8,0,0,0,1,0,0,thief,200
9,63,9,0,0,0,0,0,0,thief,200
0,64,0,1,0,1,1,1,1,thief,200
1,64,1,0,0,0,0,0,0,thief,200
2,64,2,0,0,0,0,0,0,thief,200
3,64,3,0,0,0,0,1,1,thief,200
4,64,4,0,0,0,0,1,1,thief,200
5,64,5,0,1,0,0,1,1,thief,200
6,64,6,0,0,0,0,0,0,thief,200
7,64,7,0,0,0,1,1,1,thief,200
8,64,8,0,0,0,0,0,0,thief,200
9,64,9,0,0,0,0,0,0,thief,200
0,65,0,1,0,1,1,0,0,thief,200
1,65,1,0,0,0,1,0,0,thief,200
2,65,2,0,0,0,1,0,0,thief,200
3,65,3,0,0,0,1,0,0,thief,200
4,65,4,0,0,0,0,0,0,thief,200
5,65,5,0,0,0,0,0,0,thief,200
6,65,6,0,0,0,1,0,0,thief,200
7,65,7,0,0,0,0,0,0,thief,200
8,65,8,0,0,0,0,0,0,thief,200
9,65,9,0,0,0,0,0,0,thief,200
0,66,0,1,0,1,1,0,0,thief,200
1,66,1,0,0,0,0,0,0,thief,200
2,66,2,0,0,0,1,0,0,thief,200
3,66,3,0,0,0,1,0,0,thief,200
4,66,4,0,0,0,1,0,0,thief,200
5,66,5,0,0,0,0,0,0,thief,200
6,66,6,0,0,0,0,0,0,thief,200
7,66,7,0,0,0,0,0,0,thief,200
8,66,8,0,0,0,1,0,0,thief,200
9,66,9,0,0,0,0,0,0,thief,200
0,67,0,1,0,1,1,1,1,thief,200
1,67,1,0,0,0,0,0,0,thief,200
2,67,2,0,0,0,0,0,0,thief,200
3,67,3,0,0,0,0,0,0,thief,200
4,67,4,0,0,0,0,0,0,thief,200
5,67,5,0,0,0,0,0,0,thief,200
6,67,6,0,1,0,0,1,1,thief,200
7,67,7,0,0,0,0,0,0,thief,200
8,67,8,0,0,0,0,0,0,thief,200
9,67,9,0,0,0,0,0,0,thief,200
0,68,0,1,0,1,1,1,1,thief,200
1,68,1,0,0,0,1,0,0,thief,200
2,68,2,0,0,0,0,0,0,thief,200
3,68,3,0,0,0,1,0,0,thief,200
4,68,4,0,0,0,0,0,0,thief,200
5,68,5,0,0,0,0,0,0,thief,200
6,68,6,0,0,0,0,0,0,thief,200
7,68,7,0,1,0,0,1,1,thief,200
8,68,8,0,0,0,1,0,0,thief,200
9,68,9,0,0,0,0,0,0,thief,200
0,69,0,1,0,1,1,1,1,thief,200
1,69,1,0,0,0,0,0,0,thief,200
2,69,2,0,0,0,0,1,1,thief,200
3,69,3,0,0,0,0,1,1,thief,200
4,69,4,0,0,0,0,0,0,thief,200
5,69,5,0,0,0,0,0,0,thief,200
6,69,6,0,1,0,0,1,1,thief,200
7,69,7,0,0,0,0,0,0,thief,200
8,69,8,0,0,0,0,0,0,thief,200
9,69,9,0,0,0,0,0,0,thief,200
0,70,0,1,0,1,1,1,1,thief,200
1,70,1,0,0,0,0,0,0,thief,200
2,70,2,0,0,0,0,0,0,thief,200
3,70,3,0,0,0,0,0,0,thief,200
4,70,4,0,1,0,1,1,1,thief,200
5,70,5,0,0,0,0,0,0,thief,200
6,70,6,0,0,0,0,0,0,thief,200
7,70,7,0,0,0,1,0,0,thief,200
8,70,8,0,0,0,1,0,0,thief,200
9,70,9,0,0,0,0,0,0,thief,200
0,71,0,1,0,1,1,1,1,thief,200
1,71,1,0,0,0,0,0,0,thief,200
2,71,2,0,0,0,0,0,0,thief,200
3,71,3,0,0,0,0,0,0,thief,200
4,71,4,0,0,0,0,0,0,thief,200
5,71,5,0,0,0,0,0,0,thief,200
6,71,6,0,1,0,0,1,1,thief,200
7,71,7,0,0,0,0,0,0,thief,200
8,71,8,0,0,0,1,0,0,thief,200
9,71,9,0,0,0,1,0,0,thief,200
0,72,0,1,0,1,0,1,1,thief,200
1,72,1,0,0,0,0,0,0,thief,200
2,72,2,0,0,0,0,1,1,thief,200
3,72,3,0,0,0,1,0,0,thief,200
4,72,4,0,0,0,0,0,0,thief,200
5,72,5,0,0,0,0,0,0,thief,200
6,72,6,0,0,0,0,0,0,thief,200
7,72,7,0,0,0,0,0,0,thief,200
8,72,8,0,0,0,0,0,0,thief,200
9,72,9,0,1,0,0,0,0,thief,200
0,73,0,1,0,1,1,1,1,thief,200
1,73,1,0,0,0,0,0,0,thief,200
2,73,2,0,0,0,0,0,0,thief,200
3,73,3,0,0,0,0,0,0,thief,200
4,73,4,0,0,0,0,0,0,thief,200
5,73,5,0,1,0,0,1,1,thief,200
6,73,6,0,0,0,0,0,0,thief,200
7,73,7,0,0,0,0,0,0,thief,200
8,73,8,0,0,0,0,0,0,thief,200
9,73,9,0,0,0,0,0,0,thief,200
0,74,0,1,0,1,1,0,0,thief,200
1,74,1,0,0,0,1,0,0,thief,200
2,74,2,0,0,0,0,0,0,thief,200
3,74,3,0,0,0,1,0,0,thief,200
4,74,4,0,0,0,1,0,0,thief,200
5,74,5,0,0,0,0,0,0,thief,200
6,74,6,0,0,0,1,0,0,thief,200
7,74,7,0,0,0,1,0,0,thief,200
8,74,8,0,0,0,0,0,0,thief,200
9,74,9,0,0,0,1,0,0,thief,200
0,75,0,1,0,1,1,1,1,thief,200
1,75,1,0,0,0,0,0,0,thief,200
2,75,2,0,0,0,1,0,0,thief,200
3,75,3,0,0,0,0,0,0,thief,200
4,75,4,0,1,0,0,1,1,thief,200
5,75,5,0,0,0,0,0,0,thief,200
6,75,6,0,0,0,0,1,1,thief,200
7,75,7,0,0,0,0,0,0,thief,200
8,75,8,0,0,0,0,1,1,thief,200
9,75,9,0,0,0,0,0,0,thief,200
0,76,0,1,0,1,1,0,0,thief,200
1,76,1,0,0,0,0,0,0,thief,200
2,76,2,0,0,0,1,0,0,thief,200
3,76,3,0,0,0,0,0,0,thief,200
4,76,4,0,0,0,0,0,0,thief,200
5,76,5,0,0,0,1,0,0,thief,200
6,76,6,0,0,0,0,0,0,thief,200
7,76,7,0,0,0,1,0,0,thief,200
8,76,8,0,0,0,0,0,0,thief,200
9,76,9,0,0,0,0,0,0,thief,200
0,77,0,1,0,1,1,1,1,thief,200
1,77,1,0,0,0,0,0,0,thief,200
2,77,2,0,0,0,0,0,0,thief,200
3,77,3,0,0,0,0,0,0,thief,200
4,77,4,0,0,0,0,0,0,thief,200
5,77,5,0,0,0,0,0,0,thief,200
6,77,6,0,0,0,0,0,0,thief,200
7,77,7,0,1,0,0,1,1,thief,200
8,77,8,0,0,0,0,0,0,thief,200
9,77,9,0,0,0,0,0,0,thief,200
0,78,0,1,0,1,1,1,1,thief,200
1,78,1,0,0,0,0,0,0,thief,200
2,78,2,0,0,0,0,0,0,thief,200
3,78,3,0,0,0,1,0,0,thief,200
4,78,4,0,0,0,1,0,0,thief,200
5,78,5,0,0,0,0,0,0,thief,200
6,78,6,0,0,0,0,0,0,thief,200
7,78,7,0,0,0,0,0,0,thief,200
8,78,8,0,1,0,1,1,1,thief,200
9,78,9,0,0,0,0,0,0,thief,200
0,79,0,1,0,1,1,0,0,thief,200
1,79,1,0,0,0,0,0,0,thief,200
2,79,2,0,0,0,1,0,0,thief,200
3,79,3,0,0,0,0,0,0,thief,200
4,79,4,0,0,0,1,0,0,thief,200
5,79,5,0,0,0,1,0,0,thief,200
6,79,6,0,0,0,0,0,0,thief,200
7,79,7,0,0,0,1,0,0,thief,200
8,79,8,0,0,0,1,0,0,thief,200
9,79,9,0,0,0,0,0,0,thief,200
0,80,0,1,0,1,1,0,0,thief,200
1,80,1,0,0,0,0,0,0,thief,200
2,80,2,0,0,0,1,0,0,thief,200
3,80,3,0,0,0,1,0,0,thief,200
4,80,4,0,0,0,1,0,0,thief,200
5,80,5,0,0,0,1,0,0,thief,200
6,80,6,0,0,0,0,0,0,thief,200
7,80,7,0,0,0,1,0,0,thief,200
8,80,8,0,0,0,0,0,0,thief,200
9,80,9,0,0,0,1,0,0,thief,200
0,81,0,1,0,1,1,0,0,thief,200
1,81,1,0,0,0,0,0,0,thief,200
2,81,2,0,0,0,1,0,0,thief,200
3,81,3,0,0,0,1,0,0,thief,200
4,81,4,0,0,0,0,0,0,thief,200
5,81,5,0,0,0,1,0,0,thief,200
6,81,6,0,0,0,0,0,0,thief,200
7,81,7,0,0,0,1,0,0,thief,200
8,81,8,0,0,0,0,0,0,thief,200
9,81,9,0,0,0,0,0,0,thief,200
0,82,0,1,0,1,1,1,1,thief,200
1,82,1,0,0,0,0,0,0,thief,200
2,82,2,0,0,0,0,0,0,thief,200
3,82,3,0,0,0,0,1,1,thief,200
4,82,4,0,0,0,1,0,0,thief,200
5,82,5,0,0,0,0,0,0,thief,200
6,82,6,0,0,0,0,0,0,thief,200
7,82,7,0,0,0,0,0,0,thief,200
8,82,8,0,0,0,0,0,0,thief,200
9,82,9,0,1,0,1,1,1,thief,200
0,83,0,1,0,1,1,1,1,thief,200
1,83,1,0,0,0,0,0,0,thief,200
2,83,2,0,0,0,0,0,0,thief,200
3,83,3,0,0,0,0,0,0,thief,200
4,83,4,0,0,0,0,0,0,thief,200
5,83,5,0,0,0,0,0,0,thief,200
6,83,6,0,0,0,0,0,0,thief,200
7,83,7,0,1,0,0,1,1,thief,200
8,83,8,0,0,0,0,0,0,thief,200
9,83,9,0,0,0,0,0,0,thief,200
0,84,0,1,0,1,1,1,1,thief,200
1,84,1,0,0,0,0,0,0,thief,200
2,84,2,0,0,0,0,0,0,thief,200
3,84,3,0,0,0,1,0,0,thief,200
4,84,4,0,0,0,0,0,0,thief,200
5,84,5,0,0,0,0,0,0,thief,200
6,84,6,0,0,0,0,0,0,thief,200
7,84,7,0,1,0,1,1,1,thief,200
8,84,8,0,0,0,0,0,0,thief,200
9,84,9,0,0,0,1,0,0,thief,200
0,85,0,1,0,1,0,1,1,thief,200
1,85,1,0,0,0,0,1,1,thief,200
2,85,2,0,0,0,0,0,0,thief,200
3,85,3,0,0,0,0,0,0,thief,200
4,85,4,0,0,0,0,1,1,thief,200
5,85,5,0,1,0,0,1,1,thief,200
6,85,6,0,0,0,0,0,0,thief,200
7,85,7,0,0,0,0,0,0,thief,200
8,85,8,0,0,0,0,0,0,thief,200
9,85,9,0,0,0,0,0,0,thief,200
0,86,0,1,0,1,1,1,1,thief,200
1,86,1,0,0,0,1,0,0,thief,200
2,86,2,0,0,0,0,0,0,thief,200
3,86,3,0,0,0,0,0,0,thief,200
4,86,4,0,0,0,1,0,0,thief,200
5,86,5,0,0,0,1,0,0,thief,200
6,86,6,0,0,0,0,0,0,thief,200
7,86,7,0,0,0,0,0,0,thief,200
8,86,8,0,1,0,0,1,1,thief,200
9,86,9,0,0,0,0,0,0,thief,200
0,87,0,1,0,1,1,0,0,thief,200
1,87,1,0,0,0,1,0,0,thief,200
2,87,2,0,0,0,1,0,0,thief,200
3,87,3,0,0,0,0,0,0,thief,200
4,87,4,0,0,0,0,0,0,thief,200
5,87,5,0,0,0,1,0,0,thief,200
6,87,6,0,0,0,0,0,0,thief,200
7,87,7,0,0,0,0,0,0,thief,200
8,87,8,0,0,0,1,0,0,thief,200
9,87,9,0,0,0,0,0,0,thief,200
0,88,0,1,0,1,1,1,1,thief,200
1,88,1,0,0,0,0,0,0,thief,200
2,88,2,0,1,0,0,0,0,thief,200
3,88,3,0,0,0,0,0,0,thief,200
4,88,4,0,0,0,0,0,0,thief,200
5,88,5,0,0,0,1,0,0,thief,200
6,88,6,0,0,0,0,0,0,thief,200
7,88,7,0,0,0,1,1,1,thief,200
8,88,8,0,0,0,0,0,0,thief,200
9,88,9,0,0,0,1,0,0,thief,200
0,89,0,1,0,1,1,1,1,thief,200
1,89,1,0,0,0,0,0,0,thief,200
2,89,2,0,0,0,1,1,1,thief,200
3,89,3,0,0,0,0,0,0,thief,200
4,89,4,0,1,0,0,0,0,thief,200
5,89,5,0,0,0,1,0,0,thief,200
6,89,6,0,0,0,0,0,0,thief,200
7,89,7,0,0,0,0,0,0,thief,200
8,89,8,0,0,0,0,0,0,thief,200
9,89,9,0,0,0,0,0,0,thief,200
0,90,0,1,0,1,1,0,0,thief,200
1,90,1,0,0,0,0,0,0,thief,200
2,90,2,0,0,0,0,0,0,thief,200
3,90,3,0,0,0,0,0,0,thief,200
4,90,4,0,0,0,1,0,0,thief,200
5,90,5,0,0,0,1,0,0,thief,200
6,90,6,0,0,0,1,0,0,thief,200
7,90,7,0,0,0,1,0,0,thief,200
8,90,8,0,0,0,0,0,0,thief,200
9,90,9,0,0,0,1,0,0,thief,200
0,91,0,1,0,1,1,1,1,thief,200
1,91,1,0,0,0,0,0,0,thief,200
2,91,2,0,0,0,0,0,0,thief,200
3,91,3,0,0,0,0,0,0,thief,200
4,91,4,0,0,0,0,0,0,thief,200
5,91,5,0,0,0,0,0,0,thief,200
6,91,6,0,0,0,0,0,0,thief,200
7,91,7,0,0,0,0,0,0,thief,200
8,91,8,0,0,0,0,0,0,thief,200
9,91,9,0,1,0,1,1,1,thief,200
0,92,0,1,0,1,1,0,0,thief,200
1,92,1,0,0,0,0,0,0,thief,200
2,92,2,0,0,0,1,0,0,thief,200
3,92,3,0,0,0,0,0,0,thief,200
4,92,4,0,0,0,0,0,0,thief,200
5,92,5,0,0,0,0,0,0,thief,200
6,92,6,0,0,0,1,0,0,thief,200
7,92,7,0,0,0,1,0,0,thief,200
8,92,8,0,0,0,1,0,0,thief,200
9,92,9,0,0,0,1,0,0,thief,200
0,93,0,1,0,1,1,1,1,thief,200
1,93,1,0,0,0,0,0,0,thief,200
2,93,2,0,0,0,0,0,0,thief,200
3,93,3,0,0,0,0,0,0,thief,200
4,93,4,0,0,0,0,0,0,thief,200
5,93,5,0,0,0,0,0,0,thief,200
6,93,6,0,0,0,0,0,0,thief,200
7,93,7,0,0,0,0,0,0,thief,200
8,93,8,0,1,0,0,1,1,thief,200
9,93,9,0,0,0,0,0,0,thief,200
0,94,0,1,0,1,1,1,1,thief,200
1,94,1,0,0,0,0,0,0,thief,200
2,94,2,0,0,0,0,0,0,thief,200
3,94,3,0,1,0,1,1,1,thief,200
4,94,4,0,0,0,1,0,0,thief,200
5,94,5,0,0,0,1,0,0,thief,200
6,94,6,0,0,0,0,0,0,thief,200
7,94,7,0,0,0,0,0,0,thief,200
8,94,8,0,0,0,1,0,0,thief,200
9,94,9,0,0,0,0,0,0,thief,200
0,95,0,1,0,1,1,1,1,thief,200
1,95,1,0,0,0,0,0,0,thief,200
2,95,2,0,0,0,1,0,0,thief,200
3,95,3,0,0,0,0,0,0,thief,200
4,95,4,0,0,0,0,0,0,thief,200
5,95,5,0,0,0,0,0,0,thief,200
6,95,6,0,0,0,0,0,0,thief,200
7,95,7,0,0,0,0,0,0,thief,200
8,95,8,0,0,0,1,0,0,thief,200
9,95,9,0,1,0,0,1,1,thief,200
0,96,0,1,0,1,1,1,1,thief,200
1,96,1,0,1,0,0,1,1,thief,200
2,96,2,0,0,0,1,0,0,thief,200
3,96,3,0,0,0,0,0,0,thief,200
4,96,4,0,0,0,0,0,0,thief,200
5,96,5,0,0,0,0,0,0,thief,200
6,96,6,0,0,0,0,0,0,thief,200
7,96,7,0,0,0,0,0,0,thief,200
8,96,8,0,0,0,1,0,0,thief,200
9,96,9,0,0,0,0,0,0,thief,200
0,97,0,1,0,1,1,1,1,thief,200
1,97,1,0,1,0,0,1,1,thief,200
2,97,2,0,0,0,0,0,0,thief,200
3,97,3,0,0,0,0,0,0,thief,200
4,97,4,0,0,0,0,0,0,thief,200
5,97,5,0,0,0,0,0,0,thief,200
6,97,6,0,0,0,0,0,0,thief,200
7,97,7,0,0,0,0,0,0,thief,200
8,97,8,0,0,0,0,0,0,thief,200
9,97,9,0,0,0,0,0,0,thief,200
0,98,0,1,0,1,1,1,1,thief,200
1,98,1,0,0,0,1,0,0,thief,200
2,98,2,0,0,0,0,0,0,thief,200
3,98,3,0,0,0,1,0,0,thief,200
4,98,4,0,0,0,0,0,0,thief,200
5,98,5,0,0,0,1,0,0,thief,200
6,98,6,0,0,0,0,0,0,thief,200
7,98,7,0,1,0,1,1,1,thief,200
8,98,8,0,0,0,0,0,0,thief,200
9,98,9,0,0,0,0,0,0,thief,200
0,99,0,1,0,1,1,0,0,thief,200
1,99,1,0,0,0,0,0,0,thief,200
2,99,2,0,0,0,1,0,0,thief,200
3,99,3,0,0,0,1,0,0,thief,200
4,99,4,0,0,0,0,0,0,thief,200
5,99,5,0,0,0,0,0,0,thief,200
6,99,6,0,0,0,1,0,0,thief,200
7,99,7,0,0,0,1,0,0,thief,200
8,99,8,0,0,0,1,0,0,thief,200
9,99,9,0,0,0,1,0,0,thief,200
0,100,0,1,0,1,1,1,1,thief,200
1,100,1,0,0,0,1,0,0,thief,200
2,100,2,0,0,0,0,0,0,thief,200
3,100,3,0,0,0,0,0,0,thief,200
4,100,4,0,0,0,0,0,0,thief,200
5,100,5,0,0,0,0,0,0,thief,200
6,100,6,0,1,0,0,1,1,thief,200
7,100,7,0,0,0,0,0,0,thief,200
8,100,8,0,0,0,0,0,0,thief,200
9,100,9,0,0,0,0,0,0,thief,200
0,101,0,1,0,1,1,1,1,thief,200
1,101,1,0,1,0,0,1,1,thief,200
2,101,2,0,0,0,0,0,0,thief,200
3,101,3,0,0,0,0,0,0,thief,200
4,101,4,0,0,0,0,0,0,thief,200
5,101,5,0,0,0,0,0,0,thief,200
6,101,6,0,0,0,0,0,0,thief,200
7,101,7,0,0,0,0,0,0,thief,200
8,101,8,0,0,0,0,0,0,thief,200
9,101,9,0,0,0,1,0,0,thief,200
0,102,0,1,0,1,1,1,1,thief,200
1,102,1,0,0,0,0,0,0,thief,200
2,102,2,0,0,0,0,0,0,thief,200
3,102,3,0,0,0,0,0,0,thief,200
4,102,4,0,1,0,0,1,1,thief,200
5,102,5,0,0,0,0,0,0,thief,200
6,102,6,0,0,0,0,0,0,thief,200
7,102,7,0,0,0,0,0,0,thief,200
8,102,8,0,0,0,0,0,0,thief,200
9,102,9,0,0,0,0,0,0,thief,200
0,103,0,1,0,1,1,1,1,thief,200
1,103,1,0,0,0,0,0,0,thief,200
2,103,2,0,0,0,0,0,0,thief,200
3,103,3,0,1,0,1,1,1,thief,200
4,103,4,0,0,0,0,0,0,thief,200
5,103,5,0,0,0,0,0,0,thief,200
6,103,6,0,0,0,0,0,0,thief,200
7,103,7,0,0,0,0,0,0,thief,200
8,103,8,0,0,0,0,0,0,thief,200
9,103,9,0,0,0,0,0,0,thief,200
0,104,0,1,0,1,1,1,1,thief,200
1,104,1,0,0,0,0,1,1,thief,200
2,104,2,0,0,0,1,1,1,thief,200
3,104,3,0,0,0,0,0,0,thief,200
4,104,4,0,0,0,0,0,0,thief,200
5,104,5,0,1,0,0,1,1,thief,200
6,104,6,0,0,0,0,0,0,thief,200
7,104,7,0,0,0,0,0,0,thief,200
8,104,8,0,0,0,0,0,0,thief,200
9,104,9,0,0,0,0,0,0,thief,200
0,105,0,1,0,1,1,0,0,thief,200
1,105,1,0,0,0,0,0,0,thief,200
2,105,2,0,0,0,0,0,0,thief,200
3,105,3,0,0,0,0,0,0,thief,200
4,105,4,0,0,0,1,0,0,thief,200
5,105,5,0,0,0,0,0,0,thief,200
6,105,6,0,0,0,1,0,0,thief,200
7,105,7,0,0,0,0,0,0,thief,200
8,105,8,0,0,0,0,0,0,thief,200
9,105,9,0,0,0,0,0,0,thief,200
0,106,0,1,0,1,1,1,1,thief,200
1,106,1,0,1,0,0,1,1,thief,200
2,106,2,0,0,0,0,0,0,thief,200
3,106,3,0,0,0,0,0,0,thief,200
4,106,4,0,0,0,1,0,0,thief,200
5,106,5,0,0,0,1,0,0,thief,200
6,106,6,0,0,0,0,0,0,thief,200
7,106,7,0,0,0,1,0,0,thief,200
8,106,8,0,0,0,1,0,0,thief,200
9,106,9,0,0,0,0,0,0,thief,200
0,107,0,1,0,1,1,1,1,thief,200
1,107,1,0,0,0,1,1,1,thief,200
2,107,2,0,1,0,0,1,1,thief,200
3,107,3,0,0,0,0,1,1,thief,200
4,107,4,0,0,0,0,0,0,thief,200
5,107,5,0,0,0,0,0,0,thief,200
6,107,6,0,0,0,0,0,0,thief,200
7,107,7,0,0,0,0,0,0,thief,200
8,107,8,0,0,0,0,0,0,thief,200
9,107,9,0,0,0,0,0,0,thief,200
0,108,0,1,0,1,1,0,0,thief,200
1,108,1,0,0,0,1,0,0,thief,200
2,108,2,0,0,0,1,0,0,thief,200
3,108,3,0,0,0,1,0,0,thief,200
4,108,4,0,0,0,1,0,0,thief,200
5,108,5,0,0,0,0,0,0,thief,200
6,108,6,0,0,0,0,0,0,thief,200
7,108,7,0,0,0,1,0,0,thief,200
8,108,8,0,0,0,0,0,0,thief,200
9,108,9,0,0,0,1,0,0,thief,200
0,109,0,1,0,1,1,1,1,thief,200
1,109,1,0,0,0,0,1,1,thief,200
2,109,2,0,1,0,0,1,1,thief,200
3,109,3,0,0,0,0,0,0,thief,200
4,109,4,0,0,0,0,0,0,thief,200
5,109,5,0,0,0,0,0,0,thief,200
6,109,6,0,0,0,0,0,0,thief,200
7,109,7,0,0,0,0,0,0,thief,200
8,109,8,0,0,0,0,0,0,thief,200
9,109,9,0,0,0,0,1,1,thief,200
0,110,0,1,0,1,1,0,0,thief,200
1,110,1,0,0,0,1,0,0,thief,200
2,110,2,0,0,0,0,0,0,thief,200
3,110,3,0,0,0,0,0,0,thief,200
4,110,4,0,0,0,1,0,0,thief,200
5,110,5,0,0,0,0,0,0,thief,200
6,110,6,0,0,0,0,0,0,thief,200
7,110,7,0,0,0,0,0,0,thief,200
8,110,8,0,0,0,0,0,0,thief,200
9,110,9,0,0,0,0,0,0,thief,200
0,111,0,1,0,1,1,1,1,thief,200
1,111,1,0,0,0,0,1,1,thief,200
2,111,2,0,0,0,0,0,0,thief,200
3,111,3,0,0,0,0,0,0,thief,200
4,111,4,0,0,0,0,0,0,thief,200
5,111,5,0,0,0,0,0,0,thief,200
6,111,6,0,0,0,0,0,0,thief,200
7,111,7,0,0,0,0,0,0,thief,200
8,111,8,0,0,0,0,0,0,thief,200
9,111,9,0,1,0,1,0,0,thief,200
0,112,0,1,0,1,1,1,1,thief,200
1,112,1,0,1,0,0,1,1,thief,200
2,112,2,0,0,0,0,0,0,thief,200
3,112,3,0,0,0,0,1,1,thief,200
4,112,4,0,0,0,0,1,1,thief,200
5,112,5,0,0,0,0,0,0,thief,200
6,112,6,0,0,0,0,0,0,thief,200
7,112,7,0,0,0,0,0,0,thief,200
8,112,8,0,0,0,0,1,1,thief,200
9,112,9,0,0,0,0,0,0,thief,200
0,113,0,1,0,1,1,1,1,thief,200
1,113,1,0,0,0,1,0,0,thief,200
2,113,2,0,0,0,0,0,0,thief,200
3,113,3,0,0,0,0,0,0,thief,200
4,113,4,0,0,0,0,0,0,thief,200
5,113,5,0,0,0,1,0,0,thief,200
6,113,6,0,0,0,0,0,0,thief,200
7,113,7,0,1,0,0,1,1,thief,200
8,113,8,0,0,0,0,0,0,thief,200
9,113,9,0,0,0,0,0,0,thief,200
0,114,0,1,0,1,1,1,1,thief,200
1,114,1,0,0,0,0,0,0,thief,200
2,114,2,0,0,0,0,1,1,thief,200
3,114,3,0,0,0,0,0,0,thief,200
4,114,4,0,0,0,0,0,0,thief,200
5,114,5,0,0,0,0,0,0,thief,200
6,114,6,0,0,0,0,0,0,thief,200
7,114,7,0,0,0,0,0,0,thief,200
8,114,8,0,1,0,0,1,1,thief,200
9,114,9,0,0,0,0,0,0,thief,200
0,115,0,1,0,1,1,1,1,thief,200
1,115,1,0,1,0,0,1,1,thief,200
2,115,2,0,0,0,1,0,0,thief,200
3,115,3,0,0,0,0,0,0,thief,200
4,115,4,0,0,0,0,0,0,thief,200
5,115,5,0,0,0,0,0,0,thief,200
6,115,6,0,0,0,0,0,0,thief,200
7,115,7,0,0,0,0,0,0,thief,200
8,115,8,0,0,0,0,0,0,thief,200
9,115,9,0,0,0,1,0,0,thief,200
0,116,0,1,0,1,1,0,0,thief,200
1,116,1,0,0,0,0,0,0,thief,200
2,116,2,0,0,0,1,0,0,thief,200
3,116,3,0,0,0,0,0,0,thief,200
4,116,4,0,0,0,1,0,0,thief,200
5,116,5,0,0,0,1,0,0,thief,200
6,116,6,0,0,0,1,0,0,thief,200
7,116,7,0,0,0,0,0,0,thief,200
8,116,8,0,0,0,0,0,0,thief,200
9,116,9,0,0,0,0,0,0,thief,200
0,117,0,1,0,1,1,1,1,thief,200
1,117,1,0,0,0,0,0,0,thief,200
2,117,2,0,0,0,0,0,0,thief,200
3,117,3,0,0,0,0,0,0,thief,200
4,117,4,0,0,0,0,0,0,thief,200
5,117,5,0,1,0,0,1,1,thief,200
6,117,6,0,0,0,0,1,1,thief,200
7,117,7,0,0,0,0,0,0,thief,200
8,117,8,0,0,0,0,0,0,thief,200
9,117,9,0,0,0,0,0,0,thief,200
0,118,0,1,0,1,1,1,1,thief,200
1,118,1,0,0,0,0,0,0,thief,200
2,118,2,0,0,0,0,0,0,thief,200
3,118,3,0,0,0,0,0,0,thief,200
4,118,4,0,0,0,0,0,0,thief,200
5,118,5,0,0,0,0,0,0,thief,200
6,118,6,0,0,0,0,0,0,thief,200
7,118,7,0,0,0,0,0,0,thief,200
8,118,8,0,1,0,0,1,1,thief,200
9,118,9,0,0,0,0,0,0,thief,200
0,119,0,1,0,1,1,1,1,thief,200
1,119,1,0,0,0,0,0,0,thief,200
2,119,2,0,0,0,1,0,0,thief,200
3,119,3,0,0,0,0,0,0,thief,200
4,119,4,0,0,0,0,0,0,thief,200
5,119,5,0,1,0,0,1,1,thief,200
6,119,6,0,0,0,0,0,0,thief,200
7,119,7,0,0,0,1,0,0,thief,200
8,119,8,0,0,0,0,0,0,thief,200
9,119,9,0,0,0,0,0,0,thief,200
0,120,0,1,0,1,1,1,1,thief,200
1,120,1,0,0,0,0,1,1,thief,200
2,120,2,0,0,0,0,0,0,thief,200
3,120,3,0,1,0,0,1,1,thief,200
4,120,4,0,0,0,0,0,0,thief,200
